lat,long,Company,Revenue_2021,Revenue_per_change_2021,Profits_in_millions_2021,Market_value_2021,Employees_2021,Revenue_2022,Revenue_per_change_2022,Profits_in_millions_2022,Market_value_2022,Employees_2022,Sector,City,State,Ceo_woman
30.1734194,-95.504686,LGI Homes,2367.9,0.288,323.9,3712.4,938,3050.1,28.8,429.6,2322.4,952,Engineering & Construction,The Woodlands,TX,no
41.8755616,-87.6244212,Hyatt Hotels,2066,-0.588,-703,8377.5,37000,3028,46.6,-222,10498.3,44000,"Hotels, Restaurants & Leisure",Chicago,IL,no
32.7762719,-96.7968559,Comerica,3094,-0.189,474,10007.1,7681,3024,-2.3,1168,11854.4,7442,Financials,Dallas,TX,no
38.6280278,-90.1910154,Energizer Holdings,2860.6,0.048,-93.3,3244.7,5900,3021.5,5.6,160.9,2191.7,6000,Household Products,St. Louis,MO,no
29.4246002,-98.4951405,Rackspace Technology,2707.1,0.11,-245.8,4887.3,7200,3009.5,11.2,-218.3,2365.6,6600,Technology,San Antonio,TX,no
40.7215682,-74.047455,Verisk Analytics,2784.6,0.068,712.7,28763.6,8960,2998.6,7.7,666.2,34616.2,9367,Business Services,Jersey City,NJ,no
43.0962919,-89.5119565,Spectrum Brands Holdings,3964.2,-0.042,97.8,3622.9,12100,2998.1,-24.4,189.6,3617.6,12100,Household Products,Middleton,WI,no
38.966673,-94.6169012,Euronet Worldwide,2482.7,-0.097,-3.4,7295.7,8100,2995.4,20.7,70.7,6658.2,8800,Business Services,Leawood,KS,no
38.918592,-77.2314723,TEGNA,2937.8,0.278,482.8,4154.4,6430,2991.1,1.8,477,4962.6,6200,Media,Tysons,VA,no
37.3361663,-121.890591,Cadence Design Systems,2682.9,0.148,590.6,38229.9,8746,2988.2,11.4,696,45781.7,9298,Technology,San Jose,CA,no
39.7459468,-75.546589,Incyte,2666.7,0.235,-295.7,17866.7,1773,2986.3,12,948.6,17577.6,2094,Health Care,Wilmington,DE,no
32.7762719,-96.7968559,Match Group,2391.3,-0.497,128.6,36951.3,1890,2983.3,24.8,277.7,31007,2520,Technology,Dallas,TX,no
38.0464066,-84.4970393,Valvoline,2353,-0.015,317,4729.7,8800,2981,26.7,420,5660.5,9800,Chemicals,Lexington,KY,no
40.335345,-75.9279495,EnerSys,3087.9,0.1,137.1,3876,11400,2977.9,-3.6,143.4,3076,11400,Industrials,Reading,PA,no
35.996653,-78.9018053,Avaya Holdings,2873,-0.005,-680,2351.8,8266,2973,3.5,-13,1076,8063,Technology,Durham,NC,no
42.6389216,-83.2910468,UWM Holdings,4938.6,2.863,3382.5,12729,7500,2970.3,-39.9,98.4,7223.5,8000,Financials,Pontiac,MI,no
40.7596198,-111.886797,Zions Bancorp.,2942,-0.093,539,8993.3,9678,2970,1,1129,9958.2,9685,Financials,Salt Lake City,UT,no
43.1339001,-88.2220372,Quad/Graphics,3009,-0.273,-128.3,194.9,15800,2960.4,-1.6,37.8,388.5,15100,Media,Sussex,WI,no
42.65717,-71.1408776,MKS Instruments,2330,0.226,350.1,10245.4,5600,2949.6,26.6,551.4,8327.6,6200,Technology,Andover,MA,no
37.3541132,-121.955174,Arista Networks,2317.5,-0.039,634.6,23043.7,2613,2948,27.2,840.9,42773.4,2993,Technology,Santa Clara,CA,yes
41.0264862,-73.6284598,Interactive Brokers Group,2479,-0.039,195,6634.3,2033,2938,18.5,308,27961.7,2571,Financials,Greenwich,CT,no
32.753177,-97.3327459,Range Resources,1968.7,-0.304,-711.8,2671,533,2930.2,48.8,411.8,7964,527,Energy,Fort Worth,TX,no
34.1320029,-118.7108266,Cheesecake Factory,1983.2,-0.201,-253.4,2715.4,42500,2927.5,47.6,72.4,2098.6,45800,"Hotels, Restaurants & Leisure",Calabasas Hills,CA,no
33.4255117,-111.9400164,First Solar,2711.3,-0.115,398.4,9252.6,5100,2923.4,7.8,468.7,8904.4,4800,Energy,Tempe,AZ,no
38.0171441,-122.2885808,Bio-Rad Laboratories,2545.6,0.101,3806.3,17046.3,8000,2922.5,14.8,4245.9,16982.2,7900,Technology,Hercules,CA,no
40.7127281,-74.0060152,Newmark Group,1905,-0.141,80.1,1834.6,5742,2906.4,52.6,750.7,3009.9,6169,Financials,New York,NY,no
42.8650864,-71.4934004,PC Connection,2590.3,-0.081,55.8,1214.3,2598,2892.6,11.7,69.9,1375.8,2542,Wholesalers,Merrimack,NH,no
42.3554334,-71.060511,Boston Properties,2765.7,-0.066,872.7,15776.9,750,2888.6,4.4,505.2,20179.9,743,Financials,Boston,MA,no
30.1734194,-95.504686,Western Midstream Partners,2772.6,0.01,527,7678.8,1045,2877.2,3.8,916.3,10177.4,1127,Energy,The Woodlands,TX,no
36.1563122,-95.9927516,Magellan Midstream Partners,2427.8,-0.11,817,9681.5,1720,2870.1,18.2,982,10422.1,1715,Energy,Tulsa,OK,no
39.3000065,-85.222184,Hillenbrand,2517,0.393,-60.1,3580.8,11000,2864.8,13.8,249.9,3216.2,10500,Industrials,Batesville,IN,yes
44.9772995,-93.2654692,Donaldson,2581.8,-0.092,257,7335.3,12400,2853.9,10.5,286.9,6416.4,13100,Industrials,Minneapolis,MN,no
42.7689141,-78.6177611,Moog,2884.6,-0.007,9.2,2664.8,12623,2852,-1.1,157.2,2814.6,14000,Aerospace & Defense,East Aurora,NY,no
21.304547,-157.855676,Hawaiian Electric Industries,2579.8,-0.103,197.8,4855.4,3702,2850.4,10.5,246.2,4630,3623,Energy,Honolulu,HI,no
39.9527237,-75.1635262,Five Below,1962.1,0.062,123.4,10677.2,12050,2848.4,45.2,278.8,8825,13150,Retailing,Philadelphia,PA,no
33.7489924,-84.3902644,Fleetcor Technologies,2388.9,-0.098,704.2,22408.1,8400,2833.7,18.6,839.5,19398.4,9700,Business Services,Atlanta,GA,no
40.0289955,-75.6207651,West Pharmaceutical Services,2146.9,0.167,346.2,20809.5,9200,2831.6,31.9,661.8,30508.2,10065,Health Care,Exton,PA,no
41.2587459,-95.9383758,Green Plains,1923.7,-0.37,-108.8,1208.8,839,2827.2,47,-66,1662.5,859,Energy,Omaha,NE,no
36.2079779,-86.2910945,Cracker Barrel Old Country Store,2522.8,-0.179,-32.5,4101.6,55000,2821.4,11.8,254.5,2757.6,70000,"Hotels, Restaurants & Leisure",Lebanon,TN,yes
40.7127281,-74.0060152,Virtu Financial,3239.3,1.117,649.2,5974.4,976,2811.5,-13.2,476.9,6622.1,973,Financials,New York,NY,no
40.0440149,-75.3878616,Teleflex,2537.2,-0.022,335.3,19421.8,14000,2809.6,10.7,485.4,16642.1,14000,Health Care,Wayne,PA,no
37.7790262,-122.419906,Zynga,1974.8,0.494,-429.4,11057.4,2245,2800.5,41.8,-104.2,10463.5,2952,Media,San Francisco,CA,no
42.1413353,-71.5192019,Waters,2365.4,-0.017,521.6,17671.3,7412,2785.9,17.8,692.8,18783.4,7800,Technology,Milford,MA,no
40.41483,-74.2295891,Hovnanian Enterprises,2343.9,0.162,50.9,650.5,1697,2782.9,18.7,607.8,371.9,1784,Engineering & Construction,Matawan,NJ,no
38.6280278,-90.1910154,Caleres,2117.1,-0.275,-439.1,827.3,6650,2777.6,31.2,137,727.5,7200,Retailing,St. Louis,MO,yes
38.8950368,-77.0365427,FTI Consulting,2461.3,0.046,210.7,4797.5,6321,2776.2,12.8,235,5400.1,6780,Business Services,Washington,DC,no
40.6149174,-111.9106607,Overstock.com,2549.8,0.747,56,3151.3,1750,2773.8,8.8,389.4,1897.8,1350,Retailing,Midvale,UT,no
42.2207982,-83.4841464,Visteon,2548,-0.135,-56,3404.3,10000,2773,8.8,41,3056.1,10000,Motor Vehicles & Parts,Van Buren Township,MI,no
40.7127281,-74.0060152,G-III Apparel Group,2055.1,-0.35,23.5,1458.1,3050,2766.5,34.6,200.6,1296.1,3250,Apparel,New York,NY,no
41.0339862,-73.7629097,ITT,2477.8,-0.129,72.5,7863.7,9700,2765,11.6,316.3,6415.4,9900,Industrials,White Plains,NY,no
42.128704,-87.8265089,IDEX,2351.6,-0.057,377.8,15891.6,7075,2764.8,17.6,449.4,14591.6,7536,Industrials,Northbrook,IL,no
18.4205935,-66.0500559,Popular,2603.9,-0.08,506.6,5933.5,8522,2764.8,6.2,934.9,6252.3,8351,Financials,Hato Rey,PR,no
36.0325687,-86.7825235,Brookdale Senior Living,3540.2,-0.127,82,1109.9,38250,2758.3,-22.1,-99.3,1308.3,28545,Health Care,Brentwood,TN,yes
41.2587459,-95.9383758,Werner Enterprises,2372.2,-0.037,169.1,3208,12292,2734.4,15.3,259.1,2697.9,13525,Transportation,Omaha,NE,no
33.7489924,-84.3902644,Americold Realty Trust,1987.7,0.114,24.5,9708.5,16300,2714.8,36.6,-30.5,7489.8,16275,Financials,Atlanta,GA,no
37.104153,-113.5841313,SkyWest,2127.1,-0.284,-8.5,2740.6,12502,2713.5,27.6,111.9,1457.6,15205,Transportation,St. George,UT,no
34.0028569,-84.1441046,Primerica,2217.5,0.08,386.2,5826.2,2528,2709.7,22.2,373.4,5326.8,3170,Financials,Duluth,GA,no
40.2337289,-111.6587085,Nu Skin Enterprises,2581.9,0.067,191.4,2689.2,26000,2695.7,4.4,147.3,2385.6,19600,Household Products,Provo,UT,no
32.7762719,-96.7968559,Copart,2205.6,0.08,699.9,25666.4,7600,2692.5,22.1,936.5,29798.8,8600,Retailing,Dallas,TX,no
40.5247777,-111.8627989,PROG Holdings,2484.6,-0.371,-61.5,2931.9,1868,2677.9,7.8,243.6,1586.9,2023,Financials,Draper,UT,no
37.7790262,-122.419906,Splunk,2229.4,-0.055,-908,22196.9,6500,2673.7,19.9,-1339.1,23881.6,7000,Technology,San Francisco,CA,no
29.7589382,-95.3676974,MRC Global,2560,-0.301,-274,746.6,2600,2666,4.1,-14,995.2,2600,Energy,Houston,TX,no
42.1933581,-87.8664579,Stericycle,2675.5,-0.191,-57.3,6184.5,15290,2646.9,-1.1,-27.8,5415.5,15465,Business Services,Bannockburn,IL,yes
33.5016932,-117.6625509,Ensign Group,2402.6,0.051,170.5,5132.6,24400,2627.5,9.4,194.7,4958.3,25900,Health Care,San Juan Capistrano,CA,no
42.9632425,-85.6678639,Steelcase,3723.7,0.081,199.7,1653.5,13350,2596.2,-30.3,26.1,1339.5,11400,Household Products,Grand Rapids,MI,yes
34.0536909,-118.242766,Guess,1876.5,-0.299,-81.2,1495.2,11000,2591.6,38.1,171.4,1305.5,12500,Retailing,Los Angeles,CA,no
36.0301134,-114.9826194,Playtika Holding,2371.5,0.256,92.1,11145.3,3800,2583,8.9,308.5,7965.8,4000,Media,Henderson,NV,no
38.9695316,-77.3859479,ManTech International,2518.4,0.133,120.5,3521.7,9400,2554,1.4,137,3517.6,9800,Technology,Herndon,VA,no
40.152331,-75.266289,BrightView Holdings,2346,-0.024,-41.6,1773.8,19900,2553.6,8.8,46.3,1351.5,20150,Business Services,Blue Bell,PA,no
33.4255117,-111.9400164,NortonLifeLock,3858,-0.185,3887,12371.2,3600,2552,-33.9,554,15441.9,2800,Technology,Tempe,AZ,no
34.4358295,-119.8276389,Deckers Outdoor,2132.7,0.056,276.1,9307.9,3600,2545.6,19.4,382.6,7457.8,3400,Apparel,Goleta,CA,no
40.7127281,-74.0060152,Griffon,2407.5,0.09,53.4,1534.8,7400,2541.7,5.6,79.2,1127.8,6700,Materials,New York,NY,no
35.4992614,-80.8485218,Curtiss-Wright,2391.3,-0.039,201.4,4853,8200,2505.9,4.8,267.2,5771,7800,Industrials,Davidson,NC,yes
39.9205405,-104.8658084,MYR Group,2247.4,0.085,58.8,1203.2,7200,2498.3,11.2,85,1594.5,7600,Engineering & Construction,Henderson,CO,no
42.8124349,-86.0288167,MillerKnoll,2486.6,-0.031,-9.1,2427,7600,2465.1,-0.9,173.1,2617.7,7600,Household Products,Zeeland,MI,yes
41.8755616,-87.6244212,Equity Residential,2571.7,-0.048,913.6,26693.9,2600,2464,-4.2,1332.9,33802.5,2400,Financials,Chicago,IL,no
32.7174202,-117.1627728,DexCom,1926.7,0.305,493.6,34755.1,5950,2448.5,27.1,154.7,49824.5,6650,Health Care,San Diego,CA,no
33.7489924,-84.3902644,Rollins,2161.2,0.072,260.8,16939.1,15616,2424.3,12.2,350.7,17260.7,16482,Business Services,Atlanta,GA,no
42.5584264,-71.268947,Bruker,1987.5,-0.041,157.8,9742.6,7400,2417.9,21.7,277.1,9694.7,7765,Technology,Billerica,MA,no
41.240056,-81.440667,Joann,2762.3,0.233,212.3,409.8,27500,2417.6,-12.5,56.7,463.2,13530,Retailing,Hudson,OH,no
33.7489924,-84.3902644,Gray Television,2381,0.122,410,1748.1,7140,2413,1.3,90,2093.2,8801,Media,Atlanta,GA,no
26.715364,-80.0532942,Affiliated Managers Group,2027.5,-0.095,202.2,6352,3900,2412.4,19,565.7,5606.8,4050,Financials,West Palm Beach,FL,no
39.7392364,-104.984862,Summit Materials,2332.5,0.05,138,3216.6,6000,2409.7,3.3,152.2,3687.8,5500,Materials,Denver,CO,yes
39.6775927,-75.7630866,SLM,2353.1,-0.011,880.7,6535.2,1600,2409.3,2.4,1160.5,5129.7,1450,Financials,Newark,DE,no
38.6280278,-90.1910154,Belden,1971.9,-0.209,-55.2,1981.4,6300,2408.1,22.1,63.9,2492.5,7400,Industrials,St. Louis,MO,no
39.7683331,-86.1583502,Allison Transmission Holdings,2081,-0.229,299,4536.9,3300,2402,15.4,442,3810.6,3400,Motor Vehicles & Parts,Indianapolis,IN,no
45.5202471,-122.674194,Portland General Electric,2145,0.01,155,4252.2,3639,2396,11.7,244,4940,2839,Energy,Portland,OR,yes
43.0578479,-88.1261984,REV Group,2277.6,-0.052,-30.5,1236.2,7060,2380.8,4.5,44.4,843.4,6800,Motor Vehicles & Parts,Brookfield,WI,no
35.925206,-86.8689419,Acadia Healthcare,3209.7,0.033,-672.1,5109,35400,2376.9,-25.9,190.6,5891.3,19200,Health Care,Franklin,TN,no
49.0139234,-57.5986531,Alexandria Real Estate Equities,2315.1,0.334,771,22458.6,470,2373.6,2.9,571.2,32188.6,559,Financials,Pasadena,CA,no
41.4553232,-81.9179174,Nordson,2121.1,-0.033,249.5,11540.5,7555,2362.2,11.4,454.4,13157.1,6813,Industrials,Westlake,OH,no
37.5385087,-77.43428,NewMarket,2010.9,-0.082,270.6,4154.4,2105,2356.1,17.2,190.9,3346.7,2104,Chemicals,Richmond,VA,no
42.128704,-87.8265089,Stepan,1869.8,0.006,126.8,2858.9,2293,2346,25.5,137.8,2215.6,2439,Chemicals,Northbrook,IL,no
32.7762719,-96.7968559,Valhi,1878.1,-0.031,55.2,579.9,2784,2335.4,24.3,127.2,828.8,2847,Chemicals,Dallas,TX,no
42.4310816,-83.4832339,Cooper-Standard Holdings,2375.4,-0.236,-267.6,613.7,26550,2330.2,-1.9,-322.8,149,21300,Motor Vehicles & Parts,Northville,MI,no
26.3586885,-80.0830984,SBA Communications,2083.1,0.034,24.1,30343,1483,2308.8,10.8,237.6,37168.7,1596,Financials,Boca Raton,FL,no
29.7589382,-95.3676974,Murphy Oil,1971.4,-0.53,-1148.8,2532.3,675,2300.1,16.7,-73.7,6275.3,696,Energy,Houston,TX,no
42.5584264,-71.268947,Entegris,1859.3,0.169,295,15120.7,5800,2298.9,23.6,409.1,17830.9,6850,Technology,Billerica,MA,no
38.8903961,-77.0841585,AvalonBay Communities,2301.3,-0.01,827.6,25744.2,3028,2294.9,-0.3,1004.3,34710.3,2883,Financials,Arlington,VA,no
39.1014537,-84.5124602,E.W. Scripps,1915.1,0.345,269.3,1585.5,5400,2283.5,19.2,122.7,1718.3,5600,Media,Cincinnati,OH,no
39.6482059,-104.9879641,TTEC Holdings,1949.2,0.186,118.6,4695,61000,2273.1,16.6,141,3878,65000,Technology,Englewood,CO,no
26.3586885,-80.0830984,GEO Group,2350.1,-0.052,113,941.3,20000,2256.6,-4,77.4,809.8,15800,Business Services,Boca Raton,FL,no
33.1580933,-117.3505966,Viasat,2309.2,0.117,-0.2,3294.2,6100,2256.1,-2.3,3.7,3630.4,5800,Technology,Carlsbad,CA,no
33.4255117,-111.9400164,Benchmark Electronics,2053.1,-0.095,14.1,1123.2,11234,2255.3,9.8,35.8,881.4,10900,Technology,Tempe,AZ,no
39.9788017,-86.1189257,Kar Auction Services,2187.7,-0.376,0.5,1945.5,9400,2251.6,2.9,66.5,2187.3,8928,Wholesalers,Carmel,IN,no
29.7589382,-95.3676974,Kirby,2171.4,-0.235,-272.5,3622,5400,2246.7,3.5,-247,4345.9,5125,Transportation,Houston,TX,no
40.5508527,-105.0668085,Woodward,2495.7,-0.139,240.4,7605,7248,2245.8,-10,208.6,7882.4,7200,Aerospace & Defense,Fort Collins,CO,no
29.4246002,-98.4951405,Clear Channel Outdoor Holdings,1854.6,-0.309,-582.7,842.1,4800,2241.1,20.8,-433.8,1630.9,4600,Business Services,San Antonio,TX,no
38.6280278,-90.1910154,Spire,1855.4,-0.05,88.6,3817.5,3583,2235.5,20.5,271.7,3713.6,3710,Energy,St. Louis,MO,yes
36.0325687,-86.7825235,Surgery Partners,1860.1,0.016,-116.1,2649.4,9950,2225.1,19.6,-70.9,4919.1,9600,Health Care,Brentwood,TN,no
30.2043259,-92.0298813,LHC Group,2063.2,-0.008,111.6,6041.2,21150,2219.6,7.6,115.7,5229.6,23000,Health Care,Lafayette,LA,no
30.4494155,-91.1869659,Amedisys,2105.9,0.077,183.6,8698,21000,2214.1,6.9,209.1,5603.9,21000,Health Care,Baton Rouge,LA,no
33.917028,-118.4156337,Aerojet Rocketdyne Holdings,2072.7,0.046,137.7,3758.6,4969,2188,5.6,143.7,3169.4,5000,Aerospace & Defense,El Segundo,CA,yes
44.9772995,-93.2654692,Sleep Number,1856.6,0.093,139.2,3560.3,4625,2184.9,17.7,153.7,1123.7,5388,Retailing,Minneapolis,MN,yes
41.4246132,-91.0436508,HNI,1955.4,-0.13,41.9,1698.5,7600,2184.4,11.7,59.8,1568.7,8000,Household Products,Muscatine,IA,no
37.7790262,-122.419906,Dropbox,1913.9,0.152,-256.3,11056.4,2760,2157.9,12.7,335.8,8873.5,2667,Technology,San Francisco,CA,no
40.1743052,-74.0902219,New Jersey Resources,1953.7,-0.246,193.9,3837.5,1156,2156.6,10.4,117.9,4405.4,1251,Energy,Wall,NJ,no
40.2398118,-76.9199742,Harsco,1874.1,0.035,-26.3,1354.7,11900,2147,14.6,-3.2,969.7,12000,Business Services,Camp Hill,PA,no
33.7489924,-84.3902644,Beazer Homes USA,2127.1,0.019,52.2,653.6,1063,2140.3,0.6,122,478.8,1052,Engineering & Construction,Atlanta,GA,no
39.1014537,-84.5124602,Chemed,2079.6,0.073,319.5,7372.2,15544,2139.3,2.9,268.6,7592.5,14137,Health Care,Cincinnati,OH,no
